names,members,birth_name,birth_place,birth_date,gender,category,spotify track artist audio.artist_name,spotify track artist audio.artist_id
Dr. John,,Malcolm John Rebennack Jr.,"[[New Orleans]], [[Louisiana]], U.S.",{{Birth date|1941|11|20}},male,American_male_singer-songwriters,Dr. John,320TrJub4arztwXRm7kqVO
Peter Frampton,,Peter Kenneth Frampton,"[[Beckenham]], Kent, England",{{birth date and age|df|=|yes|1950|4|22}},male,English_male_singers,Peter Frampton,0543y7yrvny4KymoaneT4W
Weather Report,,,"New York City, New York, U.S.",,,,Weather Report,162DCkd8aDKwvjBb74Gu8b
Boz Scaggs,,William Royce Scaggs,"[[Plano, Texas]], United States",{{birth date and age|1944|6|8}},male,American_male_guitarists,Boz Scaggs,46njgd2Rq9tZc4ZjeQMgbh
The Meters,"* [[George Porter Jr.]]
* [[Leo Nocentelli]]
* [[Zigaboo Modeliste]]
* Brian Stoltz
* Terrence Houston",,"[[New Orleans]], [[Louisiana]], U.S.",,,,The Meters,2JRvXPGWiINrnJljNJhG5s
The Stooges,,,"[[Ann Arbor, Michigan|Ann Arbor]], [[Michigan]], U.S.",,,,The Stooges,4BFMTELQyWJU1SwqcXMBm3
Nature Sounds,,,,,,,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm
Brian Houston,,,"[[Auckland]], New Zealand",{{Birth date and age|df|=|yes|1954|02|17}},,,Brian Houston,2kGJ24x3NMw3fSkEEwTqPU
Global Communication,[[Mark Pritchard (music producer)|Mark Pritchard]]<br />[[Tom Middleton]],,"[[Yeovil]],  [[England]]",,,,Global Communication,6YktolrgGPFMwWrmAgf4hu
Cecil Taylor,,Cecil Percival Taylor,"[[Long Island City]], New York, U.S.",{{Birth date|1929|3|25}},,,Cecil Taylor,5jtGuhEEDh07yaFfm8qHg7
Nektar,"{{plainlist|
'''Nektar''' (US-based band)<br>Ron Howden<br>Derek ""Mo"" Moore<br>Ryche Chlanda<br>Kendall Scott<br>Mick Brockett<br>Randy Dembo<br>'''New Nektar''' (Germany-based band)<br>Klaus Henatsch<br>Alexander Hoffmeister<br>Holger Trull<br>Norbert ""Panza"" Lehmann}}",,"[[Hamburg]], West Germany",,,,Nektar,0n2Uel3CvQrmMsYLEfpO3s
Arlo Guthrie,,Arlo Davy Guthrie,"[[Brooklyn]], New York City, U.S.",{{Birth date and age|1947|07|10|mf|=|y}},male,American_male_guitarists,Arlo Guthrie,0B6QEFtRnneEzb4iqjI0Nw
,,Jason Joel Desrouleaux,"[[Miramar, Florida]], U.S.",{{birth date and age|1989|9|21}},,,,
,,,,,,,,
,,William Martin Joel,"[[New York City]], U.S.",{{Birth date and age|1949|5|9}},,,,
,"* [[Malcolm David Kelley|Malcolm Kelley]]
* [[Tony Oller]]",,"[[Los Angeles, California]], U.S.",,,,,
,,,"[[Orlando, Florida]], U.S.",,,,,
,,Kenneth Arnold Chesney,"[[Maynardville, Tennessee]], U.S.",{{Birth date and age|1968 |03|26}},,,,
,,Morgan Cole Wallen,"[[Corryton, Tennessee]], U.S.",{{birth date and age|1993|05|13}},,,,
,,,"[[Lenexa, Kansas|Lenexa]], [[Kansas]], U.S.",{{birth date and age|2004|1|15}},,,,
,,Mitchell Digby McCallum James,"[[Auckland]], New Zealand",{{Birth date and age|df|=|yes|1995|6|26}},,,,
,,Alan Eugene Jackson,"[[Newnan, Georgia|Newnan]], [[Georgia (U.S. state)|Georgia]], U.S.",{{birth date and age|mf|=|yes|1958|10|17}},,,,
,,Tracy Darrell Adkins,"[[Springhill, Louisiana]], U.S.",{{birth date and age|1962|01|13}},,,,
,,Brian Todd Collins,"[[Los Angeles, California]], U.S. {{Infobox person 
| child |=| yes
| education |=| [[Alexander Hamilton High School (Los Angeles)|Alexander Hamilton High School]]}}",{{birth date and age|1986|4|1}},,,,
,,,"[[Atlanta, Georgia]], U.S.",,,,,
,,Aretha Louise Franklin,"[[Memphis, Tennessee]], U.S.",{{Birth date|1942|3|25}},,,,
,,David Robert Jones,"London, England",{{birth date|df|=|yes|1947|1|8}},,,,
,,,"[[Huntington, New York]], U.S.",{{Birth date and age|1969|3|27}} {{efn|name|=|Birth date}},,,,
,,,"[[Carbondale, Illinois]], U.S.",{{birth date and age|1956|1|10}},,,,
,,Patricia Mae Andrzejewski,"[[New York City]], U.S.",{{Birth date and age|1953|1|10}},,,,
,,John Paul Cooper,"[[Middleton, Greater Manchester]], England",{{birth date and age|df|=|yes|1983|11|01}},,,,
,,,"[[Nashville, Tennessee]], U.S.",,,,,
,,Joshua Mario Gracin,"[[Westland, Michigan]], United States",{{birth date and age|1980|10|18}},,,,
,,Kenneth Ray Rogers,"[[Houston]], Texas, U.S.",{{Birth date|1938|08|21}},,,,
,* Rhett Walker,,"[[Nashville, Tennessee]], U.S.",,,,,
,,Bobby Ray Simmons Jr.,"[[Decatur, Georgia]], U.S.",{{birth date and age|mf|=|yes|1988|11|15}},,,,
,,Burl Icle Ivanhoe Ives,"[[Hunt City, Illinois]], U.S.",{{Birth date|1909|6|14|mf|=|y}},,,,
,,Orvon Grover Autry,"[[Tioga, Texas]], U.S.",{{birth date|1907|9|29}},,,,
,,,,{{birth date and age|1983|07|23}},,,,
,"* [[Ezra Koenig]]
* [[Chris Baio]]
* [[Chris Tomson]]",,"[[New York City]], U.S.",,,,,
,,Samuel Cook,"[[Chicago, Illinois]], U.S.",{{birth date|1931|1|22}},,,,
,,Hugo Pierre Leclercq,"[[Nantes]], France",{{birth date and age|df|=|yes|1994|05|30}},,,,
,,Kevin Jerome Gilyard,,{{Birth date and age|1986|2|05}},,,,
,,Judith Kay Newton,"[[Lakehurst, New Jersey]], U.S.",{{birth date and age|1952|2|18}},,,,
,,Khadimou Rassoul Cheikh Fall,"New York City, U.S.",{{nowrap|Birth date and age|1998|9|10}} {{Birth date and age|1998|9|10}},,,,
,,,"[[Longmeadow, Massachusetts]], U.S.",{{birth date and age|2003|4|16}},,,,
,*Chidera Anamege,,"[[Philadelphia|Philadelphia, Pennsylvania]], U.S.",,,,,
,,Kirk Jerel Randle,"[[Houston]], [[Texas]], U.S. {{Infobox person
| child |=| yes
| alma_mater |=| [[Prairie View A&M University]] ([[Bachelor of Science|BS]])}}",{{Birth date and age|1989|8|20}},,,,
,Andrew Marlin<br>Emily Frantz,,"[[Chapel Hill, North Carolina]], United States",,,,,
,,Joseph Fidler,"[[Wichita, Kansas]], U.S.",{{Birth date and age|1947|11|20}},,,,
,,,"[[Detroit]], [[Michigan]], U.S.",{{Birth date|1941|03|18}},,,,
,,,"[[Paris]], France",,,,,
,{{Ubl|[[Jack Black]]|[[Kyle Gass]]}},,"[[Los Angeles, California]], U.S.",,,,,
,,Ebba Tove Elsa Nilsson,"[[Helsingborg]], Sweden",{{Birth date and age|1987|10|29|df|=|y}},,,,
,[[Colin Meloy]]<br>[[Chris Funk]]<br>[[Jenny Conlee]]<br>[[Nate Query]]<br>[[John Moen]],,"[[Portland, Oregon]], U.S.",,,,,
,,,"[[Los Angeles]], [[California]], U.S.",,,,,
,,,"[[Phoenix, Arizona]], U.S.",{{Birth date and age|1989|12|22}},,,,
,,Jerome Silberman,"[[Milwaukee]], Wisconsin, U.S.",{{birth date|1933|6|11}},,,,
,,Francesco Stephen Castelluccio,"[[Newark, New Jersey]], U.S.",{{birth date and age|1934|5|3}},,,,
,,Sarah Lois Vaughan,"[[Newark, New Jersey]], U.S.",{{Birth date|1924|3|27}},,,,
,,Charles Edward Anderson Berry,"[[St. Louis]], Missouri, U.S.",{{birth date|1926|10|18}},,,,
,"* Joshua Hodges
* Shawn Glassford
* Keil Corcoran
* Arian Jalali",,"[[Portland, Oregon]], U.S.",,,,,
,,Peter Brian Gabriel,"[[Chobham]], England",{{Birth date and age|1950|2|13|df|=|yes}},,,,
,,Gary Anthony James Webb,"[[London]], England",{{birth date and age|df|=|yes|1958|03|08}},,,,
,,Lewis Allan Reed,"[[Freeport, New York]], U.S.",{{Birth date|1942|3|2}},,,,
,,Jake Edwin Charles Kennedy,"[[Nottingham]], England",{{birth date and age|df|=|yes|1994|2|28}},,,,
,,Benjamin John Howard,"[[Bantham]], [[Devon]], England",{{Birth date and age|1987|04|24|df|=|yes}},,,,
,,John Howard Carpenter,"[[Carthage, New York]], U.S.",{{Birth date and age|1948|1|16}},,,,
,,,[[Norway]],{{Birth date and age|df|=|yes|1990|10|15}},,,,
,,,"[[Elimäki]], [[Finland]]",30 November 1893,,,,
,,Joshua Winslow Groban,"Los Angeles, California, U.S.",{{birth date and age|1981|02|27}},,,,
,"* [[Mutya Buena]]
* [[Keisha Buchanan]]
* [[Siobhán Donaghy]]",,"[[London]], England",,,,,
,,Aliaune Damala Badara Akon Thiam,"[[St. Louis]], Missouri, U.S.",{{birth date and age|1973|04|16}},,,,
,,Steven Patrick Morrissey,"[[Davyhulme]], England",{{Birth date and age|df|=|yes|1959|05|22}},,,,
,,,"[[Oley Valley]], [[Province of Pennsylvania|Pennsylvania]], [[Kingdom of Great Britain|Great Britain]] (present-day [[US]])",{{Birth date|1734|11|02}},,,,
,,Dominic Wynn Woods,"[[Fairfield, California]], U.S.",{{Birth date and age|1992|6|20}},,,,
,,Josh Edwards,"[[London]], England",{{birth date and age|1991|7|21|df|=|yes}},,,,
,,Kim Leonel Niko Cesarion,"[[Stockholm, Sweden]]",{{birth date and age|1990|7|10|df|=|y}},,,,
,,Huddie William Ledbetter,"[[Mooringsport, Louisiana]], U.S.",{{Birth date|1888|1|20}},,,,
,,Johnny Allen Hendrix,"[[Seattle, Washington]], US",{{birth date|1942|11|27}},,,,
,,Joan Marie Larkin,"[[Wynnewood, Pennsylvania]], U.S.",{{Birth date and age|mf|=|yes|1958|09|22}},,,,
,,,"Toledo, Spain",,,,,
,,Angelo Badalamenti,"New York City, U.S.",{{birth date and age|1937|3|22}},,,,
,,,New York City,{{Birth date and age|mf|=|yes|1959|7|11}},,,,
,"* [[Matthew Tuck]] 
* Michael Paget 
* Jamie Mathias
* [[Jason Bowld]]",,"[[Bridgend]], Wales, UK",,,,,
,,David Warren Brubeck,"[[Concord, California]], U.S.",{{Birth date|1920|12|06}},,,,
,,Luis Miguel Gallego Basteri,"[[San Juan, Puerto Rico]]",{{birth date and age|df|=|yes|1970|4|19}},,,,
,,David Jon Gilmour,"[[Cambridge]], England",{{Birth date and age|1946|03|06|df|=|y}},,,,
,,Kentrell DeSean Gaulden,"[[Baton Rouge, Louisiana]], U.S.",{{Birth date and age|1999|10|20}},,,,
,,George Roger Waters,"[[Great Bookham]], England",{{Birth date and age|df|=|yes|1943|9|6}},,,,
,,Herbert Jeffrey Hancock,"[[Chicago]], [[Illinois]], U.S.",{{birth date and age|1940|4|12}},,,,
Fun,"* [[Nate Ruess]]
* [[Jack Antonoff]]
* [[Andrew Dost]]",,"[[New York City]], [[New York (state)|New York]], U.S.",,,,,
The B-52s,"* [[Kate Pierson]]
* [[Fred Schneider]] 
* [[Keith Strickland]]
* [[Cindy Wilson]]
* [[Tracy Wormworth]]
* [[Sterling Campbell]]
* [[Greg Suran]]
* [[Ken Maiuri]]",,"[[Athens, Georgia]], U.S.",,,,,
Katrina and the Waves,,,"[[Cambridge]], [[Cambridgeshire]], England",,,,,
Beyoncé,,Beyonce Giselle Knowles {{efn|name|=|Naminglaws|[[Naming in the United States|Naming laws in Texas]] do not allow special letters with accents (é).}},"[[Houston]], [[Texas]], U.S.",{{Birth date and age|1981|9|4}},female,African-American_female_singers,,
A-ha,"* [[Magne Furuholmen]]
* [[Morten Harket]]
* [[Paul Waaktaar-Savoy]]",,"[[Oslo]], Norway",,,,,
Walk the Moon,"* Nicholas Petricca
* Sean Waugaman
* Eli Maiman",,"[[Cincinnati]], [[Ohio]], U.S.",,,,,
Andy (Scott) Grammer,,Andrew Charles Grammer,"[[Los Angeles|Los Angeles, California]], U.S.",{{Birth date and age|mf|=|yes|1983|12|3}},,,,
Magic!,"* [[Nasri (musician)|Nasri]] <small>(Nasri Tony Atweh)</small> 
* [[Mark ""Pelli"" Pellizzer]]
* [[Ben Spivak]]
* [[Alex Tanas]]",,"[[Toronto]], [[Ontario]], Canada",,,,,
Charles Demers,,,"[[Vancouver]], [[British Columbia]], Canada",{{birth year and age|1980}},,,,
Dej Loaf,,Deja Monét Trimble,"Detroit, Michigan, U.S.",{{birth date and age|1991|04|8}},,,,
A R I Z O N A,Zachary Charles <small>(lead vocals)</small><br/>Nathan Esquite <small>(guitar)</small><br/>David Labuguen <small>(keys)</small>,,[[New Jersey]],,,,,
LoCash,{{hlist|Preston Brust|Chris Lucas}},,"[[Nashville, Tennessee]], U.S.",,,,,
P!nk,,Alecia Beth Moore,"[[Doylestown Township, Bucks County, Pennsylvania|Doylestown, Pennsylvania]], U.S.",{{Birth date and age|1979|9|8}},,,,
Bowling for Soup,"* [[Jaret Reddick]]
* Chris Burney
* Gary Wiseman
* Rob Felicetti",,"[[Wichita Falls, Texas]] U.S.",,,,,
Edward Sharpe and the Magnetic Zeros,[[Alex Ebert]]<br />Nicolo Aglietti<br />Stewart Cole<br />Josh Collazo<br />[[Orpheo McCord]]<br />Christian Letts<br />Seth Ford-Young<br />[[Mark Noseworthy]]<br />Crash Richard<br />Mitchell Yoshida,,"[[Los Angeles]], [[California]], United States",,,,,
DJ Jazzy Jeff & the Fresh Prince,,,"[[West Philadelphia]], [[Pennsylvania]], U.S.",,,,,
Push Baby,"* [[Jake Roche]]
* Charley Bagnall",,"[[Manchester]], England",,,,,
Hank Williams Jr.,,Randall Hank Williams,"[[Shreveport, Louisiana]], U.S.",{{birth date and age|1949|5|26}},male,American_country_singers,,
Charlie Daniels,,Charles Edward Daniels,"[[Wilmington, North Carolina]], U.S.",{{birth date|1936|10|28}},male,American_country_singers,,
Osborne Brothers,,,"[[Hyden, Kentucky]], U.S.",,,,,
Awolnation,"* [[Aaron Bruno]]
* [[Isaac Carpenter (drummer)|Isaac Carpenter]]
* Zach Irons
* Daniel Saslow
* Josh Moreau",,"[[Los Angeles]], [[California]], U.S.",,,,,
Yusuf Islam / Cat Stevens,,Steven Demetre Georgiou,"[[London]], England",{{Birth date and age|df|=|yes|1948|7|21}},,,,
Fountains of Wayne,,,"[[New York City|New York]], [[New York (state)|New York]], U.S.",,,,,
Thirty Seconds to Mars,"* [[Jared Leto]]
* [[Shannon Leto]]",,"[[Los Angeles]], [[California]], U.S.",,,,,
Donald Glover,,Donald McKinley Glover Jr.,"[[Edwards Air Force Base, California]], U.S.",{{nowrap|birth date and age|1983|9|25|mf|=|yes}} {{birth date and age|1983|9|25|mf|=|yes}},male,African-American_male_rappers,,
Fitz and the Tantrums,"* [[Michael Fitzpatrick (musician)|Michael Fitzpatrick]]
* [[Noelle Scaggs]]
* Joe Karnes
* [[James King (musician)|James King]]
* Jeremy Ruzumna
* [[John Wicks (drummer)|John Wicks]]",,"[[Los Angeles]], California, U.S.",,,,,
George Thorogood,,George Lawrence Thorogood,"[[Wilmington, Delaware]], U.S.",{{Birth date and age|1950|02|24|mf|=|y}},male,American_male_guitarists,,
Run-DMC,,,"[[Hollis, Queens]], [[New York City]], [[New York (state)|NY]], U.S.",,,,,
Hootie & the Blowfish,"* [[Darius Rucker]]
* [[Mark Bryan]]
* Dean Felber
* Jim Sonefeld",,"[[Columbia, South Carolina]], U.S.",,,,,
Selena Gomez & the Scene,,,"[[Los Angeles]], [[California]], U.S.",,,,,
Nonoy Zuñiga,,Zeno Zuñiga,"[[Manila]], [[Philippines]]",4 May 1954 (age 67),,,,
Petra <br/> {{script|Nbat|𐢛𐢚𐢓𐢈}},,,,,,,,
Jars of Clay,[[Dan Haseltine]]<br />[[Stephen Mason (musician)|Stephen Mason]]<br />[[Matthew Odmark]]<br />[[Charlie Lowell]],,"[[Greenville, Illinois|Greenville]], [[Illinois]], U.S.",,,,,
Vince Guaraldi,,Vincent Anthony Dellaglio,"[[San Francisco]], [[California]], U.S.",{{Birth date|1928|07|17|mf|=|yes}},,,,
Men at Work,[[Colin Hay]],,"[[Melbourne]], [[Victoria (Australia)|Victoria]], Australia",,,,,
Hall & Oates,"* [[Daryl Hall]]
* [[John Oates]]",,"[[Philadelphia]], [[Pennsylvania]], U.S.",,,,,
Billy Ocean<br><small>[[Order of the British Empire|MBE]]</small>,,Leslie Sebastian Charles,"[[Romford]], London, England",{{Birth date and age|df|=|yes|1950|1|21}},,,,
Devo,"* [[Gerald Casale]]
* [[Mark Mothersbaugh]]
* [[Bob Mothersbaugh]]
* [[Josh Freese]]
* Josh Hager",,"[[Akron, Ohio|Akron]], [[Ohio]], U.S.",,,,,
A Flock of Seagulls,"{{plainlist|
*[[Mike Score]]
*Pando
*Kevin Rankin
*Gord Deppe}}",,"[[Liverpool]], England",,,,,
Huey Lewis and the News,{{unbulleted list|[[Huey Lewis]]|[[Johnny Colla]]|Sean Hopper|Bill Gibson|John Pierce|Stef Burns|James Harrah|Marvin McFadden|Rob Sudduth|Johnnie Bamont}},,"[[San Francisco, California]], U.S.",,,,,
Terence Trent D'Arby,,,"[[London]], England",{{birth date and age|1962|3|15}},male,American_male_singer-songwriters,,
Lauryn Hill,,Lauryn Noelle Hill,"[[Newark, New Jersey]], U.S.",{{birth date and age|1975|5|26}},female,American_female_guitarists,,
European Swimming League,,,,,,,,
Ghost Town DJ's,,,"[[Atlanta, Georgia]]",,,,,
Sir Mix-a-Lot,,Anthony L. Ray,"[[Seattle]], [[Washington (state)|Washington]], U.S.",{{birth date and age|1963|8|12}},male,African-American_male_rappers,,
Alice in Chains,"* [[Jerry Cantrell]]
* [[Sean Kinney]]
* [[Mike Inez]]
* [[William DuVall]]",,"[[Seattle]], [[Washington (state)|Washington]], U.S.",,,,,
311,"* [[Nick Hexum]]
* Aaron ""P-Nut"" Wills
* Chad Sexton
* Tim Mahoney
* Doug ""SA"" Martinez",,"[[Omaha, Nebraska]], U.S.",,,,,
Porifera,,,,,,,,
Toad the Wet Sprocket,[[Glen Phillips (singer)|Glen Phillips]]<br>Todd Nichols<br>Dean Dinning<br>Josh Daubin,,"[[Santa Barbara, California]], US",,,,,
Corrosion of Conformity,[[Woody Weatherman]]<br />[[Mike Dean (musician)|Mike Dean]]<br />[[Pepper Keenan]]<br />John Green,,"[[Raleigh, North Carolina]], U.S.",,,,,
Goo Goo Dolls,"* [[John Rzeznik]]
* [[Robby Takac]]",,"[[Buffalo, New York]], U.S.",,,,,
The Tallest Man on Earth,,Kristian Matsson,"[[Leksand]], [[Dalarna]], Sweden",{{Birth date and age|1983|4|30|df|=|yes}},male,Swedish_male_singers,,
Dexys,[[Kevin Rowland]]<br />Jim Paterson<br />[[Helen O'Hara]]<br />Lucy Morgan<br />Sean Read<br />Michael Timothy<br />Andy Hobson<br />Robert Taylor<br />Mark Kavuma,,"[[Birmingham]], England",,,,,
Austin-Emile Burke,,,"[[Sluice Point, Nova Scotia]]",{{Birth date|1922|1|22}},,,,
'''Tenth Avenue North''',,,"[[West Palm Beach, Florida|West Palm Beach]], [[Florida]]",,,,,
David Crowder*Band,,,"[[Waco, Texas|Waco]], [[Texas]], U.S.",,,,,
House of Pain,,,"[[Los Angeles]], [[California]], U.S.",,,,,
Ray Conniff,,Joseph Raymond Conniff,"[[Attleboro, Massachusetts]], U.S.",{{birth date|1916|11|6|mf|=|y}},,,,
Carpentry,,,,,,,,
XXXTentacion,,Jahseh Dwayne Ricardo Onfroy,"[[Plantation, Florida]], U.S.",{{birth date|1998|1|23}},,,,
William Faulkner,,William Cuthbert Falkner,"{{nowrap|[[New Albany, Mississippi]], U.S.}}",{{birth date|1897|09|25}},,,,
Tatsuya Oe<br/>オオエタツヤ,,,"[[Hiroshima]], [[Hiroshima Prefecture|Hiroshima]], [[Japan]]",1969,,,,
Israel Kamakawiwoʻole,,{{nowrap|Israel Kaʻanoʻi Kamakawiwoʻole}},"[[Honolulu]], [[Territory of Hawaii]], US",{{Birth date|1959|05|20}},,,,
Florence and the Machine,"* [[Florence Welch]]
* [[Isabella Summers]]
* Robert Ackroyd
* Tom Monger
* Cyrus Bayandor
* Hazel Mills 
* Aku Orraca-Tetteh
* Dionne Douglas
* Sam Doyle",,"London, England",,,,,
Five for Fighting,,Vladimir John Ondrasik III,"[[Los Angeles]], [[California]], U.S. {{Infobox person 
| child |=| yes
| education |=| [[University of California, Los Angeles]] ([[Bachelor of Science|BS]])}}",{{birth date and age|1965|1|7}},male,American_male_singers,,
Kaleo,"{{plainlist|
* [[Jökull Júlíusson]] or JJ
* Davíð Antonsson
* Daníel Kristjánsson
* Rubin Pollock 
* Þorleifur Gaukur Davíðsson}}",,"[[Mosfellsbær]], Iceland",,,,,
Foster the People,"* [[Mark Foster (musician)|Mark Foster]]
* Sean Cimino
* Isom Innis",,"[[Los Angeles]], [[California]], U.S.",,,,,
Panic! at the Disco,* [[Brendon Urie]],,"[[Las Vegas|Las Vegas, Nevada]], U.S.",,,,,
Kool & the Gang,"* [[Robert ""Kool"" Bell]]
* George Brown
* [[Michael Ray (trumpeter)|Michael Ray]]
* Kevin Bell
* Curtis Williams
* Jirmad Gordon
* Walt Anderson
* Jermaine Bryson
* Ravi Best 
* Shelley Paul
* Lavell Evans
* Shawn McQuiller
* Timothy Horton",,"[[Jersey City, New Jersey]], U.S.",,,,,
Andrew McMahon,,Andrew Ross McMahon,"[[Dana Point, California]], United States",{{birth date and age|mf|=|yes|1982|9|3}},male,American_male_singer-songwriters,,
Brendan James Ernst,,,"[[Derry, New Hampshire]], United States",{{Birth date and age|1979|07|17}},,,,
Tom Cochrane<br /><small> {{post-nominals|country|=|CAN|OC|OM}} </small>,,,"[[Lynn Lake]], [[Manitoba]], Canada",{{Birth date and age|1953|5|14|mf|=|y}},,,,
Needtobreathe,"* [[Bear Rinehart]]
* Seth Bolt
* [[Josh Lovelace]]
* Randall Harris
* Tyler Burkum",,"[[Seneca, South Carolina]], U.S.",,,,,
Mika,,Michael Holbrook Penniman Jr.,"[[Beirut]], [[Lebanon]]",{{birth date and age|df|=|yes|1983|8|18}},male,English_male_singers,,
Sean Carey,,Sean Carey,"[[Lake Geneva, Wisconsin|Lake Geneva]], [[Wisconsin]]",,,,,
Us the Duo,"*Michael Alvarado
*Carissa Alvarado",,"[[Los Angeles]], [[California]], United States",,,,,
Wild River,,,,,,,,
Sleeping at Last,* Ryan O'Neal,,"[[Wheaton, Illinois]], U.S.",,,,,
Pitbull,,Armando Christian Pérez,"[[Miami]], [[Florida]], U.S",{{birth date and age|mf|=|y|1981|01|15}},,,,
Lil Mosey,,Lathan Moses Stanley Echols,"[[Seattle]], [[Washington (state)|Washington]], U.S.",{{birth date and age|2002|01|25}},,,,
Børns,,Garrett Clark Borns,"[[Grand Haven, Michigan]], U.S.",{{birth date and age|1992|1|7}},male,American_male_pop_singers,,
Pitch Perfect,,,,,,,,
We the Kings,"* Travis Clark
* Hunter Thomsen
* Danny Duncan
* Coley O'Toole
* [[Charles Trippy]]",,"[[Bradenton, Florida]], U.S.",,,,,
The Four Seasons,[[Frankie Valli]]<br />Ronen Bay<br />Craig Cady<br />Aaron Alexander Gordon<br /> Noah Rivera<br />Basil Fung<br />Rick Keller<br />Alfredo Lopez<br />Carmen Grillo<br />Andy Sanesi<br />Robbie Robinson,,"[[Newark, New Jersey]], U.S.",,,,,
Hunny,"* Jason Yarger
* Jake Goldstein
* Kevin Grimmett
* Joey Anderson",,"[[Newbury Park, California]], U.S.",,,,,
Blink-182,"{{plainlist|
* [[Mark Hoppus]]
* [[Travis Barker]]
* [[Matt Skiba]]}}",,"[[Poway, California]], U.S.",,,,,
Juice Wrld,,Jarad Anthony Higgins,"[[Homewood, Illinois]], U.S.",{{Birth date|1998|12|02}},,,,
KC and the Sunshine Band,"{{plainlist| |<!--Do not add instruments here. Only names should be included.-->|
* [[Harry Wayne Casey]]
* Maria De Crescenzo
* Anika Mungin
* Fermin Goytisolo
* David Simmons
* J Whitt
* Steve Lashley
* John Reid
* Cisco Dimas
* Miles Fielder
* Felipe Lamoglia
* Kenetha Morris
* Janell Burgess
* Michael Joy}} * [[Harry Wayne Casey]]
* Maria De Crescenzo
* Anika Mungin
* Fermin Goytisolo
* David Simmons
* J Whitt
* Steve Lashley
* John Reid
* Cisco Dimas
* Miles Fielder
* Felipe Lamoglia
* Kenetha Morris
* Janell Burgess
* Michael Joy",,"[[Miami, Florida]], United States",,,,,
PrettyMuch,"* Brandon Arreaga
* Edwin Honoret
* Austin Porter
* Nick Mara
* Zion Kuwonu",,"[[Los Angeles]], [[California]], U.S.",,,,,
Ebenezer Obey,,Ebenezer Remilekun Aremu Olasupo Obey-Fabiyi,"[[Lagos]], Nigeria",{{birth date and age|df|=|y|1942|4|3}},,,,
Pink Sweats,,David Bowden,"[[Philadelphia, Pennsylvania]], U.S.",{{birth date and age|1992|2|14}},,,,
Bring Me the Horizon,"* [[Oliver Sykes]]
* Matt Kean
* Lee Malia
* Matt Nicholls
* Jordan Fish",,"[[Sheffield]], [[South Yorkshire]], England",,,,,
Psy,,Park Jae-sang,"[[Seoul]], South Korea",{{nowrap|birth date and age|1977|12|31}} {{birth date and age|1977|12|31}},,,,
Illycaffè S.p.A.,,,,,,,,
Cage the Elephant,"* [[Matt Shultz]]
* [[Brad Shultz]]
* Nick Bockrath
* Matthan Minster
* Daniel Tichenor
* [[Jared Champion]]",,"[[Bowling Green, Kentucky]], U.S.",,,,,
Matt Farley,,,"[[Danvers, Massachusetts]], US",{{birth date and age|1978|6|3}},,,,
The Allman Brothers Band,,,"[[Jacksonville, Florida]], U.S.",,,,,
David Rawlings,,,"[[North Smithfield, Rhode Island]], U.S.",{{birth date and age|1969|12|31}},male,American_male_guitarists,,
"Chicago, Illinois",,,,,,,,
Sweet Tooth,,,,,,,,
Archduke Franz Ferdinand,,Franz Ferdinand Carl Ludwig Joseph Maria,"[[Graz]], [[Duchy of Styria]], [[Austrian Empire]]",{{Birth date|df|=|yes|1863|12|18}},,,,
Joe Esposito,,,"[[Brooklyn]], [[New York City|New York]], United States",{{birth date and age|1948|05|05}},male,American_male_singers,,
Puddle of Mudd,"{{plainlist|
* [[Wes Scantlin]]
* Matt Fuller
* [[Dave Moreno]] 
* Michael John Adams}}",,"[[Kansas City, Missouri]], U.S.",,,,,
Rage Against the Machine,"* [[Tom Morello]]
* [[Tim Commerford]]
* [[Brad Wilk]]
* [[Zack de la Rocha]]",,"[[Los Angeles]], [[California]], U.S.",,,,,
Six60,"* Eli Paewai (drums) 
* Chris Mac (bass)
* Ji Fraser  (lead guitar)
* Marlon Gerbes (synths, samples)
* [[Matiu Walters (musician)|Matiu Walters]] (vocals, guitar)",,"[[Dunedin]], New Zealand",,,,,
The Good Lovelies,,,"[[Toronto]], [[Ontario]], Canada",,,,,
Tears for Fears,{{ubl|[[Roland Orzabal]]|[[Curt Smith]]}},,"[[Bath, Somerset|Bath]], [[Somerset]], England",,,,,
O.A.R. (Of a Revolution),Marc Roberge<br>Chris Culos<br>Richard On<br>Benj Gershman<br>Jerry DePizzo,,"[[Rockville, Maryland]], United States",,,,,
Tympany Five,,,,,,,,
Kay Kyser,,James Kern Kyser,"[[Rocky Mount, North Carolina]], U.S.",{{birth date|1905|6|18|mf|=|y}},,,,
